Close,Open,Low,High,Date,Price
9252.27734375,9349.1611328125,9201.8154296875,9360.6171875,2020-07-06,8567.71442489823
9428.3330078125,9253.0205078125,9249.5,9450.3359375,2020-07-07,7968.150769036603
9277.9677734375,9427.994140625,9234.9990234375,9431.37890625,2020-07-08,7799.216572136391
9278.8076171875,9273.357421875,9118.001953125,9287.4716796875,2020-07-09,7554.492773285738
9240.3466796875,9277.51171875,9199.4853515625,9293.5322265625,2020-07-10,8150.02080076463
9276.5,9241.0546875,9197.4501953125,9319.4189453125,2020-07-11,8224.808012625595
9243.6142578125,9277.205078125,9224.29296875,9306.4052734375,2020-07-12,7971.192521601353
9243.2138671875,9238.703125,9171.6611328125,9283.841796875,2020-07-13,7573.404671953657
9192.8369140625,9241.8974609375,9171.93359375,9275.3251953125,2020-07-14,7380.984026135216
9132.2275390625,9191.98046875,9088.947265625,9214.3125,2020-07-15,7234.874411523628
9151.392578125,9131.8125,9089.2021484375,9182.25390625,2020-07-16,7019.301210053895
9159.0400390625,9151.18359375,9100.82421875,9230.9833984375,2020-07-17,7151.430762694483
9185.8173828125,9158.005859375,9097.6328125,9201.3984375,2020-07-18,8171.942460445738
9164.2314453125,9187.220703125,9137.509765625,9214.2705078125,2020-07-19,7913.818498501482
9374.8876953125,9162.5146484375,9149.3896484375,9407.2626953125,2020-07-20,8952.421928231679
9525.36328125,9375.080078125,9319.6533203125,9530.5185546875,2020-07-21,8521.46050841941
9581.072265625,9527.1416015625,9483.00390625,9610.2470703125,2020-07-22,8515.393619936134
9536.892578125,9585.5146484375,9481.4541015625,9623.3369140625,2020-07-23,7866.608693250309
9677.11328125,9539.4853515625,9530.2119140625,9704.556640625,2020-07-24,7723.811408972524
9905.1669921875,9680.234375,9652.84765625,10023.8076171875,2020-07-25,8386.607551799421
10990.873046875,9905.2177734375,9903.9697265625,11298.2216796875,2020-07-26,8953.715411603542
10912.8232421875,11017.4638671875,10632.6318359375,11204.3271484375,2020-07-27,9298.032264070833
11100.4677734375,10912.953125,10856.1416015625,11304.3974609375,2020-07-28,10279.157988372093
11111.2138671875,11099.8330078125,10895.455078125,11169.3564453125,2020-07-29,9980.385488300666
11323.466796875,11110.2109375,10987.0537109375,11415.8642578125,2020-07-30,9171.282206608463
11759.5927734375,11322.5703125,11239.6826171875,11794.775390625,2020-07-31,10030.843099914338
11053.6142578125,11758.7646484375,11018.1298828125,12034.14453125,2020-08-01,11060.565944628326
11246.3486328125,11043.7685546875,11012.4150390625,11453.0791015625,2020-08-02,10220.382071118109
11205.892578125,11246.203125,11094.1455078125,11385.3818359375,2020-08-03,9835.807075158116
11747.0224609375,11203.8232421875,11158.28515625,11786.6171875,2020-08-04,10420.361566019601
11779.7734375,11749.87109375,11598.7138671875,11902.3359375,2020-08-05,10657.459022350697
11601.47265625,11778.89453125,11408.59375,11898.0380859375,2020-08-06,11141.296827865013
11754.0458984375,11604.5537109375,11558.431640625,11800.064453125,2020-08-07,10878.375342972431
11675.7392578125,11737.3251953125,11548.7841796875,11806.056640625,2020-08-08,10759.956693530625
11878.111328125,11662.2568359375,11662.2568359375,12045.140625,2020-08-09,10214.08364494669
11410.525390625,11881.6474609375,11195.708984375,11932.7109375,2020-08-10,10835.869888944155
11584.9345703125,11404.5966796875,11249.60546875,11748.396484375,2020-08-11,10348.219923753926
11784.1376953125,11588.4052734375,11216.8720703125,11796.396484375,2020-08-12,9914.03025503661
11768.87109375,11772.6591796875,11685.455078125,12150.994140625,2020-08-13,10174.500520005331
11865.6982421875,11768.697265625,11768.697265625,11963.203125,2020-08-14,10867.34358608436
11892.8037109375,11866.685546875,11737.1884765625,11934.9013671875,2020-08-15,10715.78688711926
12254.40234375,11895.658203125,11806.6962890625,12359.056640625,2020-08-16,10797.601436844281
11991.2333984375,12251.8955078125,11954.525390625,12335.70703125,2020-08-17,10409.349234066864
11758.283203125,11990.884765625,11687.3330078125,12028.923828125,2020-08-18,10077.59108589755
11878.3720703125,11761.5,11710.0634765625,11900.4111328125,2020-08-19,9989.20180473442
11592.4892578125,11878.0263671875,11564.9794921875,11899.259765625,2020-08-20,10931.48686808917
11681.8251953125,11585.4775390625,11448.8056640625,11689.4072265625,2020-08-21,10271.957793496029
11664.84765625,11679.6962890625,11559.9208984375,11713.4296875,2020-08-22,9912.713679609984
11774.595703125,11663.689453125,11623.25,11807.6318359375,2020-08-23,10705.02492742636
11366.134765625,11773.5888671875,11189.8505859375,11778.2998046875,2020-08-24,10380.875668750201
11488.36328125,11366.89453125,11296.9931640625,11530.052734375,2020-08-25,10152.32962187258
11323.3974609375,11485.6083984375,11185.94140625,11570.7861328125,2020-08-26,10389.062528175491
11542.5,11325.2958984375,11316.4228515625,11545.615234375,2020-08-27,10433.715919636172
11506.865234375,11541.0546875,11466.29296875,11585.640625,2020-08-28,9915.138200686704
11711.505859375,11508.7138671875,11492.3818359375,11715.2646484375,2020-08-29,10156.545805451713
11680.8203125,11713.306640625,11598.318359375,11768.876953125,2020-08-30,10640.917506651582
11970.478515625,11679.31640625,11601.12890625,12067.0810546875,2020-08-31,9917.170083979607
11414.0341796875,11964.8232421875,11290.7939453125,11964.8232421875,2020-09-01,9978.579930550006
10245.296875,11407.19140625,10182.46484375,11443.0224609375,2020-09-02,9706.920148371184
10511.8134765625,10230.365234375,10207.9404296875,10663.919921875,2020-09-03,8622.120832475568
10169.5673828125,10512.5302734375,9946.67578125,10581.5712890625,2020-09-04,8128.355600277923
10280.3515625,10167.216796875,10056.8857421875,10353.927734375,2020-09-05,7984.09079710135
10369.5634765625,10280.998046875,9916.4931640625,10399.1533203125,2020-09-06,8195.944594275059
10131.5166015625,10369.306640625,9945.1103515625,10414.775390625,2020-09-07,9012.416091539884
10242.34765625,10134.1513671875,10017.2509765625,10350.54296875,2020-09-08,8368.569933020999
10363.138671875,10242.330078125,10238.1357421875,10503.912109375,2020-09-09,9126.908367589564
10400.9150390625,10369.0283203125,10140.8369140625,10434.9228515625,2020-09-10,8886.485917958418
10442.1708984375,10409.861328125,10292.38671875,10578.837890625,2020-09-11,8704.730077746575
10323.755859375,10452.3994140625,10224.330078125,10577.21484375,2020-09-12,9832.242134393808
10680.837890625,10328.734375,10266.0087890625,10800.0107421875,2020-09-13,9185.462083559743
10796.951171875,10677.7548828125,10656.4599609375,10938.6318359375,2020-09-14,8533.889386703568
10974.9052734375,10797.76171875,10704.884765625,11100.1240234375,2020-09-15,9080.865931311771
10948.990234375,10973.251953125,10774.6279296875,11037.4208984375,2020-09-16,9098.930348663964
10944.5859375,10951.8203125,10829.6572265625,11034.908203125,2020-09-17,9175.639129078907
11094.3466796875,10933.7529296875,10909.6181640625,11134.0927734375,2020-09-18,9635.745839983394
10938.271484375,11095.8701171875,10814.4775390625,11095.8701171875,2020-09-19,9406.341701408473
10462.259765625,10934.92578125,10380.2607421875,10988.3046875,2020-09-20,9368.822027044174
10538.4599609375,10459.6240234375,10382.7265625,10568.0771484375,2020-09-21,8526.874552462934
10225.8642578125,10539.45703125,10185.7744140625,10637.84765625,2020-09-22,9318.450516688341
10745.548828125,10227.4794921875,10215.205078125,10765.794921875,2020-09-23,9737.07597935326
10702.2900390625,10747.47265625,10594.0478515625,10757.548828125,2020-09-24,9989.621350599302
10754.4375,10702.2373046875,10682.08203125,10778.5,2020-09-25,8940.985601138182
10774.4267578125,10752.939453125,10643.4580078125,10804.732421875,2020-09-26,8858.685380075422
10721.3271484375,10771.6416015625,10716.6767578125,10949.123046875,2020-09-27,9267.926927239045
10848.830078125,10712.462890625,10665.3447265625,10858.939453125,2020-09-28,10177.236599651089
10787.6181640625,10845.4111328125,10689.6708984375,10856.5283203125,2020-09-29,9283.00904582407
10623.330078125,10785.0107421875,10493.552734375,10915.84375,2020-09-30,9050.133026669668
10585.1640625,10624.390625,10440.3115234375,10662.8134765625,2020-10-01,9949.512364243716
10565.4931640625,10583.806640625,10527.978515625,10614.091796875,2020-10-02,8723.564576283585
10684.4287109375,10567.919921875,10531.3427734375,10700.791015625,2020-10-03,8674.195521185395
10804.0009765625,10688.0341796875,10646.443359375,10804.0009765625,2020-10-04,8677.779443182326
10621.6640625,10799.7783203125,10565.197265625,10803.4560546875,2020-10-05,9261.570293541346
10679.13671875,10619.8037109375,10591.9638671875,10687.2685546875,2020-10-06,8873.161287218287
10923.6279296875,10677.625,10569.8232421875,10939.7998046875,2020-10-07,10280.393724152584
11296.361328125,11059.142578125,11056.9404296875,11442.2109375,2020-10-09,10133.32652700643
11384.181640625,11296.08203125,11288.6279296875,11428.8134765625,2020-10-10,9806.662957206789
11429.5068359375,11429.0478515625,11307.8310546875,11539.9775390625,2020-10-13,9649.057773151762
11495.349609375,11426.6025390625,11303.603515625,11569.9140625,2020-10-14,9639.407006221692
11322.123046875,11502.828125,11223.0126953125,11540.0615234375,2020-10-15,10456.208136634023
11358.1015625,11322.123046875,11285.345703125,11386.26171875,2020-10-16,10062.938957341328
11483.359375,11355.982421875,11347.578125,11483.359375,2020-10-17,9283.68426040188
11742.037109375,11495.0380859375,11408.2900390625,11799.0927734375,2020-10-18,10325.423086806668
11916.3349609375,11745.974609375,11681.48046875,11999.91796875,2020-10-19,10977.176162538832
12823.689453125,11913.0771484375,11900.9287109375,13184.56640625,2020-10-20,10657.077079505932
12965.8916015625,12801.6357421875,12717.09375,13161.59375,2020-10-21,11523.045249092309
12931.5390625,12971.548828125,12752.6474609375,13015.9619140625,2020-10-22,11937.549335216616
13108.0625,12931.57421875,12885.7470703125,13145.06640625,2020-10-23,11632.804905662495
13031.173828125,13108.0634765625,12910.0615234375,13329.18359375,2020-10-24,12017.811506181944
13075.248046875,13031.201171875,12822.3828125,13225.2978515625,2020-10-26,11774.991894050278
13654.21875,13075.2421875,13060.837890625,13759.6689453125,2020-10-27,11961.566120711395
13271.28515625,13654.21484375,12932.2509765625,13837.6953125,2020-10-28,12120.65667716409
13437.8828125,13271.298828125,12980.0595703125,13612.0478515625,2020-10-29,11438.714965782807
13546.5224609375,13437.8740234375,13136.1982421875,13651.5166015625,2020-10-30,11982.296051832785
13780.9951171875,13546.5322265625,13457.5302734375,14028.2138671875,2020-10-31,12399.756630810278
13737.109375,13780.9951171875,13628.3779296875,13862.033203125,2020-11-01,12370.42672227056
13550.4892578125,13737.0322265625,13243.16015625,13808.3232421875,2020-11-02,11987.264399493308
13950.30078125,13550.451171875,13325.44140625,13984.9814453125,2020-11-03,12124.105012755306
14133.70703125,13950.48828125,13580.4716796875,14218.7666015625,2020-11-04,12591.225821967446
15579.8486328125,14133.7333984375,14102.0888671875,15706.404296875,2020-11-05,12633.648107293182
15565.880859375,15579.7294921875,15226.83984375,15903.4375,2020-11-06,13830.181098624407
14833.75390625,15565.880859375,14423.203125,15737.095703125,2020-11-07,14010.406600955786
15479.5673828125,14833.75390625,14744.1103515625,15637.3203125,2020-11-08,13368.976544707162
15332.3154296875,15479.595703125,14865.529296875,15785.13671875,2020-11-09,13954.269516768618
15290.90234375,15332.3505859375,15124.9599609375,15450.3291015625,2020-11-10,14224.31880959336
15701.33984375,15290.9091796875,15290.0068359375,15916.2607421875,2020-11-11,13862.119378355392
16276.34375,15701.298828125,15534.771484375,16305.00390625,2020-11-12,14777.086223300383
16317.80859375,16276.4404296875,15992.15234375,16463.177734375,2020-11-13,15047.368625633093
16068.138671875,16317.80859375,15749.193359375,16317.80859375,2020-11-14,14755.908300128207
15955.587890625,16068.1396484375,15793.5341796875,16123.1103515625,2020-11-15,14696.918120198488
16716.111328125,15955.5771484375,15880.7060546875,16816.181640625,2020-11-16,14779.877901825843
17645.40625,16685.69140625,16564.544921875,17782.919921875,2020-11-17,15174.667795329335
17804.005859375,17645.19140625,17352.90625,18393.94921875,2020-11-18,16013.825209822568
17817.08984375,17803.861328125,17382.5546875,18119.546875,2020-11-19,16305.191106944709
18621.314453125,17817.083984375,17765.794921875,18773.2265625,2020-11-20,16392.655415019974
18642.232421875,18621.31640625,18444.359375,18936.62109375,2020-11-21,16965.842696622352
18370.001953125,18642.232421875,17671.384765625,18688.96875,2020-11-22,17184.962846517596
18364.12109375,18370.017578125,18000.796875,18711.42578125,2020-11-23,17101.467969590016
19107.46484375,18365.015625,18128.65625,19348.271484375,2020-11-24,17241.41204868302
18732.12109375,19104.41015625,18581.146484375,19390.96484375,2020-11-25,17984.789204756635
17150.623046875,18729.83984375,16351.03515625,18866.28515625,2020-11-26,17862.392530692276
17108.40234375,17153.9140625,16526.423828125,17445.0234375,2020-11-27,16713.17544154803
17717.4140625,17112.93359375,16910.65234375,17853.939453125,2020-11-28,16340.928566287084
18177.484375,17719.634765625,17559.1171875,18283.62890625,2020-11-29,16271.018096881662
19625.8359375,18178.322265625,18178.322265625,19749.263671875,2020-11-30,16455.438510851745
18802.998046875,19633.76953125,18321.921875,19845.974609375,2020-12-01,17640.783574310044
19201.091796875,18801.744140625,18347.71875,19308.330078125,2020-12-02,17167.682243718955
19445.3984375,19205.92578125,18925.78515625,19566.19140625,2020-12-03,17491.376680084664
18699.765625,19446.966796875,18697.193359375,19511.404296875,2020-12-04,17767.12578867538
19154.23046875,18698.384765625,18590.193359375,19160.44921875,2020-12-05,17384.21639689745
19345.12109375,19154.1796875,18897.89453125,19390.5,2020-12-06,17464.982456484933
19191.630859375,19343.12890625,18931.142578125,19411.828125,2020-12-07,17726.241254309512
18321.14453125,19191.529296875,18269.9453125,19283.478515625,2020-12-08,18123.196390754263
18553.916015625,18320.884765625,17935.546875,18626.29296875,2020-12-09,17029.222553131753
18264.9921875,18553.298828125,17957.064453125,18553.298828125,2020-12-10,17104.37157715824
18058.904296875,18263.9296875,17619.533203125,18268.453125,2020-12-11,16923.26970043326
18803.65625,18051.3203125,18046.041015625,18919.55078125,2020-12-12,16707.385826167654
19142.3828125,18806.765625,18734.33203125,19381.53515625,2020-12-13,17445.384738591514
19246.64453125,19144.4921875,19012.708984375,19305.099609375,2020-12-14,17539.52251593171
19417.076171875,19246.919921875,19079.841796875,19525.0078125,2020-12-15,17653.893106818996
21310.59765625,19418.818359375,19298.31640625,21458.908203125,2020-12-16,17929.66204624447
22805.162109375,21308.3515625,21234.67578125,23642.66015625,2020-12-17,19713.538778339163
23137.9609375,22806.796875,22399.8125,23238.6015625,2020-12-18,21141.261391754604
23869.83203125,23132.865234375,22826.47265625,24085.85546875,2020-12-19,22075.233730259264
23477.294921875,23861.765625,23147.7109375,24209.66015625,2020-12-20,23170.99317994233
22803.08203125,23474.455078125,22159.3671875,24059.982421875,2020-12-21,23614.133056637445
23783.029296875,22794.0390625,22430.60546875,23789.90234375,2020-12-22,22540.285469874652
23241.345703125,23781.974609375,22802.646484375,24024.490234375,2020-12-23,22860.50706825695
23735.94921875,23240.203125,22777.59765625,23768.337890625,2020-12-24,22392.21313826096
24664.791015625,23733.5703125,23463.673828125,24710.1015625,2020-12-25,22749.097370637905
26437.037109375,24677.015625,24522.689453125,26718.0703125,2020-12-26,23517.755762451925
26272.294921875,26439.373046875,25922.76953125,28288.83984375,2020-12-27,25195.69542416347
27084.80859375,26280.822265625,26207.640625,27389.111328125,2020-12-28,25899.853347772387
27362.4375,27081.810546875,25987.298828125,27370.720703125,2020-12-29,26516.741186680203
28840.953125,27360.08984375,27360.08984375,28937.740234375,2020-12-30,26734.761565136076
29001.720703125,28841.57421875,28201.9921875,29244.876953125,2020-12-31,27859.535775998804
29374.15234375,28994.009765625,28803.5859375,29600.626953125,2021-01-01,28141.53482593332
32127.267578125,29376.455078125,29091.181640625,33155.1171875,2021-01-02,28926.204176909192
32782.0234375,32129.408203125,32052.31640625,34608.55859375,2021-01-03,30516.48236699611
31971.9140625,32810.94921875,28722.755859375,33440.21875,2021-01-04,32471.440690588297
33992.4296875,31977.041015625,30221.1875,34437.58984375,2021-01-05,32353.55968246041
36824.36328125,34013.61328125,33514.03515625,36879.69921875,2021-01-06,33252.6710911771
39371.04296875,36833.875,36491.19140625,40180.3671875,2021-01-07,35344.55576184377
40797.609375,39381.765625,36838.63671875,41946.73828125,2021-01-08,38316.66012950866
40254.546875,40788.640625,38980.875,41436.3515625,2021-01-09,40540.678070026464
38356.44140625,40254.21875,35984.62890625,41420.19140625,2021-01-10,40523.801083827806
35566.65625,38346.53125,30549.599609375,38346.53125,2021-01-11,40130.193761004884
33922.9609375,35516.359375,32697.9765625,36568.52734375,2021-01-12,37659.901617995245
37316.359375,33915.12109375,32584.66796875,37599.9609375,2021-01-13,35827.76663221421
39187.328125,37325.109375,36868.5625,39966.40625,2021-01-14,36670.032060958976
36825.3671875,39156.70703125,34659.58984375,39577.7109375,2021-01-15,37568.91748365769
36178.140625,36821.6484375,35633.5546875,37864.3671875,2021-01-16,36905.09563958879
35791.27734375,36163.6484375,34069.3203125,36722.3515625,2021-01-17,36884.74495744318
36630.07421875,35792.23828125,34883.84375,37299.28515625,2021-01-18,37024.02369195621
36069.8046875,36642.234375,36069.8046875,37755.890625,2021-01-19,37134.074287652635
35547.75,36050.11328125,33570.4765625,36378.328125,2021-01-20,36473.26788336145
30825.69921875,35549.3984375,30250.75,35552.6796875,2021-01-21,36541.910197614896
33005.76171875,30817.625,28953.373046875,33811.8515625,2021-01-22,34161.8389789352
32067.642578125,32985.7578125,31493.16015625,33360.9765625,2021-01-23,33199.21304852619
32289.37890625,32064.376953125,31106.685546875,32944.0078125,2021-01-24,32745.63959819098
32366.392578125,32285.798828125,32087.787109375,34802.7421875,2021-01-25,33729.02016770248
32569.849609375,32358.61328125,31030.265625,32794.55078125,2021-01-26,32725.833023266547
30432.546875,32564.029296875,29367.138671875,32564.029296875,2021-01-27,33641.130678001384
31649.60546875,30441.041015625,30023.20703125,31891.30078125,2021-01-28,31013.236678868423
34316.38671875,34318.671875,32064.814453125,38406.26171875,2021-01-29,31114.892872605833
34269.5234375,34295.93359375,32940.1875,34834.70703125,2021-01-30,32759.52832984647
33114.359375,34270.87890625,32270.17578125,34288.33203125,2021-01-31,34342.610994478266
33537.17578125,33114.578125,32384.228515625,34638.21484375,2021-02-01,33754.99366004673
35510.2890625,33533.19921875,33489.21875,35896.8828125,2021-02-02,33252.56182060176
37472.08984375,35510.8203125,35443.984375,37480.1875,2021-02-03,34125.65263025301
36926.06640625,37475.10546875,36317.5,38592.17578125,2021-02-04,35949.6964387886
38144.30859375,36931.546875,36658.76171875,38225.90625,2021-02-05,36962.38995125196
39266.01171875,38138.38671875,38138.38671875,40846.546875,2021-02-06,37736.36000045625
38903.44140625,39250.19140625,37446.15234375,39621.8359375,2021-02-07,39237.995158446945
46196.46484375,38886.828125,38076.32421875,46203.9296875,2021-02-08,40034.27137589194
46481.10546875,46184.9921875,45166.9609375,48003.72265625,2021-02-09,43890.05066737337
44918.18359375,46469.76171875,43881.15234375,47145.56640625,2021-02-10,45113.32047205776
47909.33203125,44898.7109375,44187.76171875,48463.46875,2021-02-11,47698.20444666904
47504.8515625,47877.03515625,46424.9765625,48745.734375,2021-02-12,48080.95249544618
47105.515625,47491.203125,46392.28125,48047.74609375,2021-02-13,49242.131198082425
48717.2890625,47114.5078125,47114.5078125,49487.640625,2021-02-14,49021.20367027665
47945.05859375,48696.53515625,46347.4765625,48875.5703125,2021-02-15,48897.87609916075
49199.87109375,47944.45703125,47201.3046875,50341.1015625,2021-02-16,47360.518747962735
52149.0078125,49207.27734375,49072.37890625,52533.9140625,2021-02-17,49284.04363630181
51679.796875,52140.97265625,51015.765625,52474.10546875,2021-02-18,53186.31474718145
55888.1328125,51675.98046875,50937.27734375,56113.65234375,2021-02-19,52563.072945900734
56099.51953125,55887.3359375,54626.55859375,57505.2265625,2021-02-20,54143.47708100066
57539.9453125,56068.56640625,55672.609375,58330.5703125,2021-02-21,57860.40427033548
54207.3203125,57532.73828125,48967.56640625,57533.390625,2021-02-22,58944.35958492871
48824.42578125,54204.9296875,45290.58984375,54204.9296875,2021-02-23,57260.75627434521
49705.33203125,48835.0859375,47213.5,51290.13671875,2021-02-24,50478.210376014315
47093.8515625,49709.08203125,47093.8515625,51948.96875,2021-02-25,49164.23138303
46339.76171875,47180.46484375,44454.84375,48370.78515625,2021-02-26,47876.043595073104
43657.484375,43653.640625,43409.578125,46627.8359375,2021-02-28,48185.75786386295
,,,,2021-03-01,46117.12185744461
,,,,2021-03-02,47266.1612353961
,,,,2021-03-03,45933.791962983756
,,,,2021-03-04,42710.48118835202
,,,,2021-03-05,42426.66612834875
,,,,2021-03-06,42609.45574307861
,,,,2021-03-07,42403.134162278366
,,,,2021-03-08,43921.59377861896
,,,,2021-03-09,46297.55132689094
,,,,2021-03-10,46231.68630792601
,,,,2021-03-11,46826.53550631468
,,,,2021-03-12,46869.408007567385
,,,,2021-03-13,46554.388176007895
,,,,2021-03-14,47346.624697182844
,,,,2021-03-15,48060.76776232936
,,,,2021-03-16,49428.9371784892
,,,,2021-03-17,51777.0782583837
,,,,2021-03-18,52328.52082814626
,,,,2021-03-19,50680.78453508398
,,,,2021-03-20,49056.395726986186
,,,,2021-03-21,47827.068208719356
,,,,2021-03-22,46539.29329205268
,,,,2021-03-23,46458.04980189311
,,,,2021-03-24,46397.047443532465
,,,,2021-03-25,45729.32162039344
,,,,2021-03-26,46446.66532184447
,,,,2021-03-27,48672.4293113372
,,,,2021-03-28,48388.967295632836
,,,,2021-03-29,48006.18319369895
,,,,2021-03-30,48610.36572149466
