price
1.356835756138392935e+04
1.361065499441964312e+04
1.373385811941964312e+04
1.403985323660714312e+04
1.432833300781250000e+04
1.447872712053571377e+04
1.472764969308035688e+04
1.498219628906250000e+04
1.517371079799107065e+04
1.539765834263392935e+04
1.549715764508928623e+04
1.560457589285714312e+04
1.578091657366071377e+04
1.584891950334821377e+04
1.604660463169642935e+04
1.638296233258928623e+04
1.668334319196428623e+04
1.690344977678571377e+04
1.723252204241071377e+04
1.760024972098214130e+04
1.794516601562500000e+04
1.818059598214285870e+04
1.838946149553571377e+04
1.852204938616071377e+04
1.842683984375000000e+04
1.821070954241071377e+04
1.807859263392857247e+04
1.805109012276785870e+04
1.823133510044642753e+04
1.818783984375000000e+04
1.825483565848214130e+04
1.858266071428571377e+04
1.880999832589285870e+04
1.901525781250000000e+04
1.918206305803571377e+04
1.912003376116071377e+04
1.905119754464285870e+04
1.895874386160714130e+04
1.879011439732142753e+04
1.869856277901785870e+04
1.864848074776785870e+04
1.861951813616071377e+04
1.862737723214285870e+04
1.878393889508928623e+04
1.917775055803571377e+04
1.982634626116071377e+04
2.055192578125000000e+04
2.127566517857142753e+04
2.189493833705357247e+04
2.240300083705357247e+04
2.302670842633928623e+04
2.330252957589285870e+04
2.343549916294642753e+04
2.365361774553571377e+04
2.402036132812500000e+04
2.441964704241071377e+04
2.503132226562500000e+04
2.554266629464285870e+04
2.634261021205357247e+04
2.709486328125000000e+04
2.776762918526785870e+04
2.858051925223214130e+04
2.951048046875000000e+04
3.020863839285714130e+04
3.115578013392857247e+04
3.229626729910714130e+04
3.377759905133928260e+04
3.540952148437500000e+04
3.657056138392857247e+04
3.736690680803571740e+04
3.788044140625000000e+04
3.787051729910714494e+04
3.794080245535714494e+04
3.791455747767857247e+04
3.734709430803571740e+04
3.676475055803571740e+04
3.639829854910714494e+04
3.655021540178571740e+04
3.685690736607142753e+04
3.660424888392857247e+04
3.540973046875000000e+04
3.486407254464285506e+04
3.427685853794642753e+04
3.377658733258928260e+04
3.316748995535714494e+04
3.266749637276785870e+04
3.193675306919642753e+04
3.205445396205357247e+04
3.224168610491071377e+04
3.255624051339285870e+04
3.267409486607142753e+04
3.284134960937500000e+04
3.326141238839285506e+04
3.426706138392857247e+04
3.502084151785714494e+04
3.556768750000000000e+04
3.628147154017857247e+04
3.710848325892857247e+04
3.891695312500000000e+04
4.048421261160714494e+04
4.154794029017857247e+04
4.311697823660714494e+04
4.445419866071428260e+04
4.557412779017857247e+04
4.697610602678571740e+04
4.722590513392857247e+04
4.761430022321428260e+04
4.864727511160714494e+04
4.918591294642857247e+04
5.038352455357142753e+04
5.166838225446428260e+04
5.292876171875000000e+04
5.382337053571428260e+04
5.376973549107142753e+04
5.342063895089285506e+04
5.276550390625000000e+04
